"","borough","neighborhood","building.class.category","tax.class.at.present","block","lot","ease.ment","building.class.at.present","address","apart.ment.number","zip.code","residential.units","commercial.units","total.units","land.square.feet","gross.square.feet","year.built","tax.class.at.time.of.sale","building.class.at.time.of.sale","sale.price","sale.date","sale.price.n","gross.sqft","land.sqft","outliers"
"349",3,"BAY RIDGE                ","01  ONE FAMILY HOMES                        ","1",5917,22,NA,"A1","236 73RD   STREET                        ","            ",11209,1,0,1,"4,000","2,846",1901,1,"A1","$1,049,000",2013-01-24,1049000,2846,4000,0
"350",3,"BAY RIDGE                ","01  ONE FAMILY HOMES                        ","1",5919,50,NA,"A5","469 74TH STREET                          ","            ",11209,1,0,1,"2,074","1,332",1925,1,"A5","$715,000",2013-06-17,715000,1332,2074,0
"351",3,"BAY RIDGE                ","01  ONE FAMILY HOMES                        ","1",5921,69,NA,"A4","639 74TH STREET                          ","            ",11209,1,0,1,"2,000","1,652",1910,1,"A4","$617,500",2012-10-03,617500,1652,2000,0
"355",3,"BAY RIDGE                ","01  ONE FAMILY HOMES                        ","1",5930,15,NA,"A4","430 74TH STREET                          ","            ",11209,1,0,1,"1,607","2,640",1899,1,"A4","$683,000",2013-04-26,683000,2640,1607,0
"357",3,"BAY RIDGE                ","01  ONE FAMILY HOMES                        ","1",5937,69,NA,"A1","45 76TH   STREET                         ","            ",11209,1,0,1,"2,379","1,248",1920,1,"A1","$600,500",2012-09-11,600500,1248,2379,0
"358",3,"BAY RIDGE                ","01  ONE FAMILY HOMES                        ","1",5938,4,NA,"A9","7515 COLONIAL ROAD                       ","            ",11209,1,0,1,"2,000","1,504",1925,1,"A9","$726,500",2012-08-13,726500,1504,2000,0
"359",3,"BAY RIDGE                ","01  ONE FAMILY HOMES                        ","1",5938,63,NA,"A1","147 76TH   STREET                        ","            ",11209,1,0,1,"6,000","3,044",1920,1,"A1","$1,800,000",2012-08-27,1800000,3044,6000,0
"360",3,"BAY RIDGE                ","01  ONE FAMILY HOMES                        ","1",5939,152,NA,"A5","265 76TH   STREET                        ","            ",11209,1,0,1,"2,504","1,896",1920,1,"A5","$668,500",2012-12-21,668500,1896,2504,0
"362",3,"BAY RIDGE                ","01  ONE FAMILY HOMES                        ","1",5947,54,NA,"A1","81 77TH   STREET                         ","            ",11209,1,0,1,"3,389","1,620",1920,1,"A1","$825,000",2013-01-14,825000,1620,3389,0
"363",3,"BAY RIDGE                ","01  ONE FAMILY HOMES                        ","1",5949,13,NA,"A1","212 76TH STREET                          ","            ",11209,1,0,1,"3,827","2,370",1920,1,"A1","$955,000",2012-11-29,955000,2370,3827,0
"365",3,"BAY RIDGE                ","01  ONE FAMILY HOMES                        ","1",5952,42,NA,"A5","7626 6TH AVENUE                          ","            ",11209,1,0,1,"1,864","2,457",1925,1,"A5","$680,000",2013-05-01,680000,2457,1864,0
"366",3,"BAY RIDGE                ","01  ONE FAMILY HOMES                        ","1",5952,71,NA,"A5","517 77TH. STREET                         ","            ",11209,1,0,1,"1,950","1,596",1920,1,"A5","$615,000",2012-11-28,615000,1596,1950,0
"367",3,"BAY RIDGE                ","01  ONE FAMILY HOMES                        ","1",5956,13,NA,"A1","7713 SHORE ROAD                          ","            ",11209,1,0,1,"3,780","1,800",1920,1,"A1","$1,375,000",2012-12-27,1375000,1800,3780,0
"369",3,"BAY RIDGE                ","01  ONE FAMILY HOMES                        ","1",5963,17,NA,"A5","628 77TH STREET                          ","            ",11209,1,0,1,"2,000","1,696",1899,1,"A5","$815,000",2013-01-25,815000,1696,2000,0
"370",3,"BAY RIDGE                ","01  ONE FAMILY HOMES                        ","1",5963,69,NA,"A5","637 78TH STREET                          ","            ",11209,1,0,1,"1,950","1,368",1915,1,"A5","$600,000",2012-12-06,6e+05,1368,1950,0
"371",3,"BAY RIDGE                ","01  ONE FAMILY HOMES                        ","1",5966,19,NA,"A1","74 78TH   STREET                         ","            ",11209,1,0,1,"2,700","1,360",1925,1,"A1","$960,000",2012-12-21,960000,1360,2700,0
"374",3,"BAY RIDGE                ","01  ONE FAMILY HOMES                        ","1",5967,8,NA,"A1","7805 COLONIAL ROAD                       ","            ",11209,1,0,1,"3,000","1,648",1925,1,"A1","$865,000",2012-08-30,865000,1648,3000,0
"375",3,"BAY RIDGE                ","01  ONE FAMILY HOMES                        ","1",5967,29,NA,"A1","150 78TH   STREET                        ","            ",11209,1,0,1,"2,870","1,552",1925,1,"A1","$900,000",2013-01-24,9e+05,1552,2870,0
"376",3,"BAY RIDGE                ","01  ONE FAMILY HOMES                        ","1",5967,68,NA,"A1","135 79TH STREET                          ","            ",11209,1,0,1,"2,870","1,536",1925,1,"A1","$985,000",2012-08-30,985000,1536,2870,0
"377",3,"BAY RIDGE                ","01  ONE FAMILY HOMES                        ","1",5970,8,NA,"S1","7803 4 AVENUE                            ","            ",11209,1,1,2,"3,246","1,800",1925,1,"S1","$425,000",2013-02-26,425000,1800,3246,0
"379",3,"BAY RIDGE                ","01  ONE FAMILY HOMES                        ","1",5975,118,NA,"A3","8068 NARROWS AVENUE                      ","            ",11209,1,0,1,"5,425","1,780",1930,1,"A3","$1,875,000",2012-11-27,1875000,1780,5425,0
"380",3,"BAY RIDGE                ","01  ONE FAMILY HOMES                        ","1",5975,122,NA,"A3","8070 NARROWS AVENUE                      ","            ",11209,1,0,1,"4,575","2,144",1930,1,"A3","$1,875,000",2012-11-27,1875000,2144,4575,0
"381",3,"BAY RIDGE                ","01  ONE FAMILY HOMES                        ","1",5975,179,NA,"A3","8029 SHORE ROAD                          ","            ",11209,1,0,1,"4,938","3,660",1930,1,"A3","$2,850,000",2013-07-03,2850000,3660,4938,0
"384",3,"BAY RIDGE                ","01  ONE FAMILY HOMES                        ","1",5976,35,NA,"A5","96 79TH STREET                           ","            ",11209,1,0,1,"2,762","1,658",1925,1,"A5","$840,000",2012-09-28,840000,1658,2762,0
"386",3,"BAY RIDGE                ","01  ONE FAMILY HOMES                        ","1",5977,4,NA,"A1","7915 COLONIAL ROAD                       ","            ",11209,1,0,1,"3,533","2,272",1925,1,"A1","$1,200,000",2012-08-20,1200000,2272,3533,0
"387",3,"BAY RIDGE                ","01  ONE FAMILY HOMES                        ","1",5977,14,NA,"A9","140 79TH   STREET                        ","            ",11209,1,0,1,"2,305","1,896",1925,1,"A9","$800,000",2012-09-25,8e+05,1896,2305,0
"389",3,"BAY RIDGE                ","01  ONE FAMILY HOMES                        ","1",5977,28,NA,"A9","164 79TH   STREET                        ","            ",11209,1,0,1,"2,296","1,408",1920,1,"A9","$840,000",2013-07-22,840000,1408,2296,0
"390",3,"BAY RIDGE                ","01  ONE FAMILY HOMES                        ","1",5979,64,NA,"A1","347 80TH STREET                          ","            ",11209,1,0,1,"2,187","1,364",1925,1,"A1","$720,000",2012-11-26,720000,1364,2187,0
"391",3,"BAY RIDGE                ","01  ONE FAMILY HOMES                        ","1",5979,70,NA,"A1","333 80TH   STREET                        ","            ",11209,1,0,1,"2,187","1,556",1925,1,"A1","$697,000",2012-09-07,697000,1556,2187,0
"392",3,"BAY RIDGE                ","01  ONE FAMILY HOMES                        ","1",5982,10,NA,"A5","7905 6 AVENUE                            ","            ",11209,1,0,1,"1,463","1,192",1925,1,"A5","$340,000",2013-02-06,340000,1192,1463,0
"393",3,"BAY RIDGE                ","01  ONE FAMILY HOMES                        ","1",5982,10,NA,"A5","7905 6 AVENUE                            ","            ",11209,1,0,1,"1,463","1,192",1925,1,"A5","$190,000",2013-02-06,190000,1192,1463,0
"394",3,"BAY RIDGE                ","01  ONE FAMILY HOMES                        ","1",5985,18,NA,"A1","84 80TH   STREET                         ","            ",11209,1,0,1,"3,827","3,744",1925,1,"A1","$1,440,000",2012-12-18,1440000,3744,3827,0
"399",3,"BAY RIDGE                ","01  ONE FAMILY HOMES                        ","1",5987,55,NA,"A1","261 81ST   STREET                        ","            ",11209,1,0,1,"2,241","1,504",1925,1,"A1","$250,000",2012-09-12,250000,1504,2241,0
"400",3,"BAY RIDGE                ","01  ONE FAMILY HOMES                        ","1",5987,75,NA,"A1","217 81ST   STREET                        ","            ",11209,1,0,1,"2,187","1,376",1925,1,"A1","$907,000",2013-06-07,907000,1376,2187,0
"401",3,"BAY RIDGE                ","01  ONE FAMILY HOMES                        ","1",5990,33,NA,"A5","564 80TH   STREET                        ","            ",11209,1,0,1,"2,300","1,998",1920,1,"A5","$695,000",2012-09-24,695000,1998,2300,0
"405",3,"BAY RIDGE                ","01  ONE FAMILY HOMES                        ","1",5995,14,NA,"A3","146 81ST   STREET                        ","            ",11209,1,0,1,"3,462","2,640",1930,1,"A3","$1,050,000",2013-04-12,1050000,2640,3462,0
"406",3,"BAY RIDGE                ","01  ONE FAMILY HOMES                        ","1",5997,21,NA,"A5","332 81ST   STREET                        ","            ",11209,1,0,1,"2,187","1,328",1920,1,"A5","$555,000",2013-01-31,555000,1328,2187,0
"407",3,"BAY RIDGE                ","01  ONE FAMILY HOMES                        ","1",5997,24,NA,"A5","338 81ST   STREET                        ","            ",11209,1,0,1,"2,187","1,280",1920,1,"A5","$688,000",2012-08-30,688000,1280,2187,0
"409",3,"BAY RIDGE                ","01  ONE FAMILY HOMES                        ","1",5997,66,NA,"A5","339 82ND   STREET                        ","            ",11209,1,0,1,"1,941","1,288",1920,1,"A5","$537,500",2013-02-19,537500,1288,1941,0
"412",3,"BAY RIDGE                ","01  ONE FAMILY HOMES                        ","1",6004,63,NA,"A3","55 83RD   STREET                         ","            ",11209,1,0,1,"8,000","2,896",1910,1,"A3","$2,200,000",2013-08-06,2200000,2896,8000,0
"416",3,"BAY RIDGE                ","01  ONE FAMILY HOMES                        ","1",6009,8,NA,"S1","8207 5 AVENUE                            ","            ",11209,1,1,2,"1,839","2,100",1921,1,"S1","$700,000",2012-08-31,7e+05,2100,1839,0
"417",3,"BAY RIDGE                ","01  ONE FAMILY HOMES                        ","1",6015,44,NA,"S1","8320 RIDGE BOULEVARD                     ","            ",11209,1,1,2,"7,187","4,474",1930,1,"S1","$694,000",2013-05-29,694000,4474,7187,0
"421",3,"BAY RIDGE                ","01  ONE FAMILY HOMES                        ","1",6023,3,NA,"A1","8415 COLONIAL ROAD                       ","            ",11209,1,0,1,"3,100","1,624",1925,1,"A1","$935,000",2013-07-11,935000,1624,3100,0
"423",3,"BAY RIDGE                ","01  ONE FAMILY HOMES                        ","1",6028,34,NA,"A5","668 84TH STREET                          ","            ",11228,1,0,1,"2,000","1,400",1915,1,"A5","$595,000",2012-08-03,595000,1400,2000,0
"424",3,"BAY RIDGE                ","01  ONE FAMILY HOMES                        ","1",6031,26,NA,"A1","70 85TH   STREET                         ","            ",11209,1,0,1,"3,696","2,875",1920,1,"A1","$1,550,000",2013-03-05,1550000,2875,3696,0
"425",3,"BAY RIDGE                ","01  ONE FAMILY HOMES                        ","1",6031,54,NA,"A5","79 86TH   STREET                         ","            ",11209,1,0,1,"3,614","2,193",1920,1,"A5","$1,065,000",2013-05-22,1065000,2193,3614,0
"428",3,"BAY RIDGE                ","01  ONE FAMILY HOMES                        ","1",6041,52,NA,"A1","55 87TH   STREET                         ","            ",11209,1,0,1,"3,150","1,604",1925,1,"A1","$920,000",2013-06-11,920000,1604,3150,0
"429",3,"BAY RIDGE                ","01  ONE FAMILY HOMES                        ","1",6042,52,NA,"A1","159 87TH STREET                          ","            ",11209,1,0,1,"2,720","1,760",1925,1,"A1","$830,000",2013-06-11,830000,1760,2720,0
"432",3,"BAY RIDGE                ","01  ONE FAMILY HOMES                        ","1",6042,69,NA,"A1","121 87TH STREET                          ","            ",11209,1,0,1,"2,500","2,272",1925,1,"A1","$800,000",2013-01-22,8e+05,2272,2500,0
"433",3,"BAY RIDGE                ","01  ONE FAMILY HOMES                        ","1",6044,23,NA,"A5","338 86TH STREET                          ","            ",11209,1,0,1,"1,917","1,140",1925,1,"A5","$600,000",2013-01-25,6e+05,1140,1917,0
"434",3,"BAY RIDGE                ","01  ONE FAMILY HOMES                        ","1",6046,11,NA,"A1","44 87TH STREET                           ","            ",11209,1,0,1,"5,000","1,816",1930,1,"A1","$1,500,000",2013-07-18,1500000,1816,5000,0
"435",3,"BAY RIDGE                ","01  ONE FAMILY HOMES                        ","1",6046,27,NA,"A1","82 87TH   STREET                         ","            ",11209,1,0,1,"3,300","2,381",1925,1,"A1","$940,000",2013-01-17,940000,2381,3300,0
"436",3,"BAY RIDGE                ","01  ONE FAMILY HOMES                        ","1",6047,26,NA,"A9","160 87TH STREET                          ","            ",11209,1,0,1,"2,100","1,490",1920,1,"A9","$865,000",2013-06-27,865000,1490,2100,0
"440",3,"BAY RIDGE                ","01  ONE FAMILY HOMES                        ","1",6053,42,NA,"A5","42 GATLING PLACE                         ","            ",11209,1,0,1,"1,435","1,198",1925,1,"A5","$490,000",2012-08-31,490000,1198,1435,0
"445",3,"BAY RIDGE                ","01  ONE FAMILY HOMES                        ","1",6063,23,NA,"A5","240 89TH STREET                          ","            ",11209,1,0,1,"2,000","1,440",1925,1,"A5","$675,000",2013-07-30,675000,1440,2000,0
"448",3,"BAY RIDGE                ","01  ONE FAMILY HOMES                        ","1",6069,54,NA,"A5","571 90TH   STREET                        ","            ",11209,1,0,1,"1,000","1,595",1940,1,"A5","$529,000",2013-05-28,529000,1595,1000,0
"449",3,"BAY RIDGE                ","01  ONE FAMILY HOMES                        ","1",6071,39,NA,"A5","639 90TH STREET                          ","            ",11228,1,0,1,"1,225","1,800",1950,1,"A5","$312,500",2013-06-04,312500,1800,1225,0
"450",3,"BAY RIDGE                ","01  ONE FAMILY HOMES                        ","1",6071,42,NA,"A9","631 90TH   STREET                        ","            ",11228,1,0,1,"1,000","1,595",1950,1,"A9","$568,000",2012-10-17,568000,1595,1000,0
"451",3,"BAY RIDGE                ","01  ONE FAMILY HOMES                        ","1",6071,118,NA,"A5","634 88TH STREET                          ","            ",11228,1,0,1,"1,301","880",1930,1,"A5","$511,000",2013-05-23,511000,880,1301,0
"454",3,"BAY RIDGE                ","01  ONE FAMILY HOMES                        ","1",6078,80,NA,"A9","8936 COLONIAL ROAD                       ","            ",11209,1,0,1,"1,500","2,235",1925,1,"A9","$699,000",2012-08-28,699000,2235,1500,0
"455",3,"BAY RIDGE                ","01  ONE FAMILY HOMES                        ","1",6078,130,NA,"A5","8904 SHORE COURT                         ","            ",11209,1,0,1,"1,626","2,136",1925,1,"A5","$735,000",2012-09-14,735000,2136,1626,0
"456",3,"BAY RIDGE                ","01  ONE FAMILY HOMES                        ","1",6080,6,NA,"A9","9011 RIDGE BOULEVARD                     ","            ",11209,1,0,1,"2,000","1,936",1925,1,"A9","$283,920",2013-03-06,283920,1936,2000,0
"457",3,"BAY RIDGE                ","01  ONE FAMILY HOMES                        ","1",6083,34,NA,"S1","50 91ST STREET                           ","            ",11209,1,1,2,"3,280","2,640",1920,1,"S1","$1,050,000",2013-08-01,1050000,2640,3280,0
"458",3,"BAY RIDGE                ","01  ONE FAMILY HOMES                        ","1",6084,19,NA,"A1","138 91ST   STREET                        ","            ",11209,1,0,1,"2,500","1,808",1925,1,"A1","$950,000",2012-10-09,950000,1808,2500,0
"460",3,"BAY RIDGE                ","01  ONE FAMILY HOMES                        ","1",6085,17,NA,"A9","226 91ST STREET                          ","            ",11209,1,0,1,"2,242","1,344",1925,1,"A9","$620,000",2012-10-10,620000,1344,2242,0
"461",3,"BAY RIDGE                ","01  ONE FAMILY HOMES                        ","1",6085,56,NA,"A1","251 92ND STREET                          ","            ",11209,1,0,1,"3,700","2,928",1925,1,"A1","$850,000",2012-09-12,850000,2928,3700,0
