,borough,neighborhood,building class category,tax class at present,block,lot,ease-ment,building class at present,address,apartment number,zip code,residential units,commercial units,total units,land square feet,gross square feet,year built,tax class at time of sale,building class at time of sale,sale price,sale date,gross square feet log,sale price log
358,3,BAY RIDGE                ,01  ONE FAMILY HOMES                        ,1,5938,63, ,A1,147 76TH   STREET                        ,            ,11209,1,0,1,6000,3044,1920,1,A1,1800000,2012-08-27,8.020927718981577,14.403297222866392
359,3,BAY RIDGE                ,01  ONE FAMILY HOMES                        ,1,5939,152, ,A5,265 76TH   STREET                        ,            ,11209,1,0,1,2504,1896,1920,1,A5,668500,2012-12-21,7.547501682814967,13.412791675524135
361,3,BAY RIDGE                ,01  ONE FAMILY HOMES                        ,1,5947,54, ,A1,81 77TH   STREET                         ,            ,11209,1,0,1,3389,1620,1920,1,A1,825000,2013-01-14,7.3901814282264295,13.623138665316818
362,3,BAY RIDGE                ,01  ONE FAMILY HOMES                        ,1,5949,13, ,A1,212 76TH STREET                          ,            ,11209,1,0,1,3827,2370,1920,1,A1,955000,2012-11-29,7.7706452341291765,13.769466619462868
364,3,BAY RIDGE                ,01  ONE FAMILY HOMES                        ,1,5952,42, ,A5,7626 6TH AVENUE                          ,            ,11209,1,0,1,1864,2457,1925,1,A5,680000,2013-05-01,7.806696372521179,13.42984807715229
365,3,BAY RIDGE                ,01  ONE FAMILY HOMES                        ,1,5952,71, ,A5,517 77TH. STREET                         ,            ,11209,1,0,1,1950,1596,1920,1,A5,615000,2012-11-28,7.3752557780097545,13.329377546788654
366,3,BAY RIDGE                ,01  ONE FAMILY HOMES                        ,1,5956,13, ,A1,7713 SHORE ROAD                          ,            ,11209,1,0,1,3780,1800,1920,1,A1,1375000,2012-12-27,7.495541943884256,14.133964289082808
368,3,BAY RIDGE                ,01  ONE FAMILY HOMES                        ,1,5963,17, ,A5,628 77TH STREET                          ,            ,11209,1,0,1,2000,1696,1899,1,A5,815000,2013-01-25,7.4360278163518485,13.610943392223
369,3,BAY RIDGE                ,01  ONE FAMILY HOMES                        ,1,5963,69, ,A5,637 78TH STREET                          ,            ,11209,1,0,1,1950,1368,1915,1,A5,600000,2012-12-06,7.221105098182496,13.304684934198283
370,3,BAY RIDGE                ,01  ONE FAMILY HOMES                        ,1,5966,19, ,A1,74 78TH   STREET                         ,            ,11209,1,0,1,2700,1360,1925,1,A1,960000,2012-12-21,7.215239978730097,13.77468856344402
373,3,BAY RIDGE                ,01  ONE FAMILY HOMES                        ,1,5967,8, ,A1,7805 COLONIAL ROAD                       ,            ,11209,1,0,1,3000,1648,1925,1,A1,865000,2012-08-30,7.4073177104694174,13.670484785914017
374,3,BAY RIDGE                ,01  ONE FAMILY HOMES                        ,1,5967,29, ,A1,150 78TH   STREET                        ,            ,11209,1,0,1,2870,1552,1925,1,A1,900000,2013-01-24,7.347299700743164,13.710150042306449
375,3,BAY RIDGE                ,01  ONE FAMILY HOMES                        ,1,5967,68, ,A1,135 79TH STREET                          ,            ,11209,1,0,1,2870,1536,1925,1,A1,985000,2012-08-30,7.336936913707618,13.800396920154226
376,3,BAY RIDGE                ,01  ONE FAMILY HOMES                        ,1,5970,8, ,S1,7803 4 AVENUE                            ,            ,11209,1,1,2,3246,1800,1925,1,S1,425000,2013-02-26,7.495541943884256,12.959844447906553
378,3,BAY RIDGE                ,01  ONE FAMILY HOMES                        ,1,5975,118, ,A3,8068 NARROWS AVENUE                      ,            ,11209,1,0,1,5425,1780,1930,1,A3,1875000,2012-11-27,7.484368643286131,14.444119217386648
379,3,BAY RIDGE                ,01  ONE FAMILY HOMES                        ,1,5975,122, ,A3,8070 NARROWS AVENUE                      ,            ,11209,1,0,1,4575,2144,1930,1,A3,1875000,2012-11-27,7.670428522190693,14.444119217386648
380,3,BAY RIDGE                ,01  ONE FAMILY HOMES                        ,1,5975,179, ,A3,8029 SHORE ROAD                          ,            ,11209,1,0,1,4938,3660,1930,1,A3,2850000,2013-07-03,8.205218426395412,14.862829552244833
383,3,BAY RIDGE                ,01  ONE FAMILY HOMES                        ,1,5976,35, ,A5,96 79TH STREET                           ,            ,11209,1,0,1,2762,1658,1925,1,A5,840000,2012-09-28,7.4133673356952405,13.641157170819497
385,3,BAY RIDGE                ,01  ONE FAMILY HOMES                        ,1,5977,4, ,A1,7915 COLONIAL ROAD                       ,            ,11209,1,0,1,3533,2272,1925,1,A1,1200000,2012-08-20,7.7284157798410416,13.997832114758229
386,3,BAY RIDGE                ,01  ONE FAMILY HOMES                        ,1,5977,14, ,A9,140 79TH   STREET                        ,            ,11209,1,0,1,2305,1896,1925,1,A9,800000,2012-09-25,7.547501682814967,13.592367006650065
388,3,BAY RIDGE                ,01  ONE FAMILY HOMES                        ,1,5977,28, ,A9,164 79TH   STREET                        ,            ,11209,1,0,1,2296,1408,1920,1,A9,840000,2013-07-22,7.249925536717988,13.641157170819497
389,3,BAY RIDGE                ,01  ONE FAMILY HOMES                        ,1,5979,64, ,A1,347 80TH STREET                          ,            ,11209,1,0,1,2187,1364,1925,1,A1,720000,2012-11-26,7.218176838403408,13.487006490992238
390,3,BAY RIDGE                ,01  ONE FAMILY HOMES                        ,1,5979,70, ,A1,333 80TH   STREET                        ,            ,11209,1,0,1,2187,1556,1925,1,A1,697000,2012-09-07,7.349873704738337,13.454540689742661
391,3,BAY RIDGE                ,01  ONE FAMILY HOMES                        ,1,5982,10, ,A5,7905 6 AVENUE                            ,            ,11209,1,0,1,1463,1192,1925,1,A5,340000,2013-02-06,7.083387847625295,12.736700896592344
392,3,BAY RIDGE                ,01  ONE FAMILY HOMES                        ,1,5982,10, ,A5,7905 6 AVENUE                            ,            ,11209,1,0,1,1463,1192,1925,1,A5,190000,2013-02-06,7.083387847625295,12.154779351142624
393,3,BAY RIDGE                ,01  ONE FAMILY HOMES                        ,1,5985,18, ,A1,84 80TH   STREET                         ,            ,11209,1,0,1,3827,3744,1925,1,A1,1440000,2012-12-18,8.227909837597483,14.180153671552183
398,3,BAY RIDGE                ,01  ONE FAMILY HOMES                        ,1,5987,55, ,A1,261 81ST   STREET                        ,            ,11209,1,0,1,2241,1504,1925,1,A1,250000,2012-09-12,7.315883504509785,12.429216196844383
399,3,BAY RIDGE                ,01  ONE FAMILY HOMES                        ,1,5987,75, ,A1,217 81ST   STREET                        ,            ,11209,1,0,1,2187,1376,1925,1,A1,907000,2013-06-07,7.226936018493289,13.717897729097274
400,3,BAY RIDGE                ,01  ONE FAMILY HOMES                        ,1,5990,33, ,A5,564 80TH   STREET                        ,            ,11209,1,0,1,2300,1998,1920,1,A5,695000,2012-09-24,7.599901959208498,13.45166712454693
404,3,BAY RIDGE                ,01  ONE FAMILY HOMES                        ,1,5995,14, ,A3,146 81ST   STREET                        ,            ,11209,1,0,1,3462,2640,1930,1,A3,1050000,2013-04-12,7.878534196140362,13.864300722133706
405,3,BAY RIDGE                ,01  ONE FAMILY HOMES                        ,1,5997,21, ,A5,332 81ST   STREET                        ,            ,11209,1,0,1,2187,1328,1920,1,A5,555000,2013-01-31,7.191429330036379,13.226723392728571
406,3,BAY RIDGE                ,01  ONE FAMILY HOMES                        ,1,5997,24, ,A5,338 81ST   STREET                        ,            ,11209,1,0,1,2187,1280,1920,1,A5,688000,2012-08-30,7.154615356913663,13.44154411691548
408,3,BAY RIDGE                ,01  ONE FAMILY HOMES                        ,1,5997,66, ,A5,339 82ND   STREET                        ,            ,11209,1,0,1,1941,1288,1920,1,A5,537500,2013-02-19,7.160845906664299,13.194684038983954
411,3,BAY RIDGE                ,01  ONE FAMILY HOMES                        ,1,6004,63, ,A3,55 83RD   STREET                         ,            ,11209,1,0,1,8000,2896,1910,1,A3,2200000,2013-08-06,7.971085753505607,14.603967918328545
415,3,BAY RIDGE                ,01  ONE FAMILY HOMES                        ,1,6009,8, ,S1,8207 5 AVENUE                            ,            ,11209,1,1,2,1839,2100,1921,1,S1,700000,2012-08-31,7.649692623711514,13.458835614025542
416,3,BAY RIDGE                ,01  ONE FAMILY HOMES                        ,1,6015,44, ,S1,8320 RIDGE BOULEVARD                     ,            ,11209,1,1,2,7187,4474,1930,1,S1,694000,2013-05-29,8.406038142050075,13.450227239488942
420,3,BAY RIDGE                ,01  ONE FAMILY HOMES                        ,1,6023,3, ,A1,8415 COLONIAL ROAD                       ,            ,11209,1,0,1,3100,1624,1925,1,A1,935000,2013-07-11,7.392647520721623,13.748301808270824
422,3,BAY RIDGE                ,01  ONE FAMILY HOMES                        ,1,6028,34, ,A5,668 84TH STREET                          ,            ,11228,1,0,1,2000,1400,1915,1,A5,595000,2012-08-03,7.24422751560335,13.296316684527767
423,3,BAY RIDGE                ,01  ONE FAMILY HOMES                        ,1,6031,26, ,A1,70 85TH   STREET                         ,            ,11209,1,0,1,3696,2875,1920,1,A1,1550000,2013-03-05,7.963807953231451,14.253765488895429
424,3,BAY RIDGE                ,01  ONE FAMILY HOMES                        ,1,6031,54, ,A5,79 86TH   STREET                         ,            ,11209,1,0,1,3614,2193,1920,1,A5,1065000,2013-05-22,7.693025748417888,13.878485357125662
427,3,BAY RIDGE                ,01  ONE FAMILY HOMES                        ,1,6041,52, ,A1,55 87TH   STREET                         ,            ,11209,1,0,1,3150,1604,1925,1,A1,920000,2013-06-11,7.38025578842646,13.732128949025222
428,3,BAY RIDGE                ,01  ONE FAMILY HOMES                        ,1,6042,52, ,A1,159 87TH STREET                          ,            ,11209,1,0,1,2720,1760,1925,1,A1,830000,2013-06-11,7.473069088032197,13.62918097977278
431,3,BAY RIDGE                ,01  ONE FAMILY HOMES                        ,1,6042,69, ,A1,121 87TH STREET                          ,            ,11209,1,0,1,2500,2272,1925,1,A1,800000,2013-01-22,7.7284157798410416,13.592367006650065
432,3,BAY RIDGE                ,01  ONE FAMILY HOMES                        ,1,6044,23, ,A5,338 86TH STREET                          ,            ,11209,1,0,1,1917,1140,1925,1,A5,600000,2013-01-25,7.038783541388542,13.304684934198283
433,3,BAY RIDGE                ,01  ONE FAMILY HOMES                        ,1,6046,11, ,A1,44 87TH STREET                           ,            ,11209,1,0,1,5000,1816,1930,1,A1,1500000,2013-07-18,7.504391559161238,14.22097566607244
434,3,BAY RIDGE                ,01  ONE FAMILY HOMES                        ,1,6046,27, ,A1,82 87TH   STREET                         ,            ,11209,1,0,1,3300,2381,1925,1,A1,940000,2013-01-17,7.7752758464868625,13.753635154246187
435,3,BAY RIDGE                ,01  ONE FAMILY HOMES                        ,1,6047,26, ,A9,160 87TH STREET                          ,            ,11209,1,0,1,2100,1490,1920,1,A9,865000,2013-06-27,7.306531398939505,13.670484785914017
439,3,BAY RIDGE                ,01  ONE FAMILY HOMES                        ,1,6053,42, ,A5,42 GATLING PLACE                         ,            ,11209,1,0,1,1435,1198,1925,1,A5,490000,2012-08-31,7.088408778675395,13.102160670086809
444,3,BAY RIDGE                ,01  ONE FAMILY HOMES                        ,1,6063,23, ,A5,240 89TH STREET                          ,            ,11209,1,0,1,2000,1440,1925,1,A5,675000,2013-07-30,7.272398392570047,13.422467969854667
447,3,BAY RIDGE                ,01  ONE FAMILY HOMES                        ,1,6069,54, ,A5,571 90TH   STREET                        ,            ,11209,1,0,1,1000,1595,1940,1,A5,529000,2013-05-28,7.374629015218945,13.178743710840436
448,3,BAY RIDGE                ,01  ONE FAMILY HOMES                        ,1,6071,39, ,A5,639 90TH STREET                          ,            ,11228,1,0,1,1225,1800,1950,1,A5,312500,2013-06-04,7.495541943884256,12.652359748158593
449,3,BAY RIDGE                ,01  ONE FAMILY HOMES                        ,1,6071,42, ,A9,631 90TH   STREET                        ,            ,11228,1,0,1,1000,1595,1950,1,A9,568000,2012-10-17,7.374629015218945,13.249876697703288
450,3,BAY RIDGE                ,01  ONE FAMILY HOMES                        ,1,6071,118, ,A5,634 88TH STREET                          ,            ,11228,1,0,1,1301,880,1930,1,A5,511000,2013-05-23,6.779921907472252,13.144124869185841
453,3,BAY RIDGE                ,01  ONE FAMILY HOMES                        ,1,6078,80, ,A9,8936 COLONIAL ROAD                       ,            ,11209,1,0,1,1500,2235,1925,1,A9,699000,2012-08-28,7.711996507047669,13.457406021215947
454,3,BAY RIDGE                ,01  ONE FAMILY HOMES                        ,1,6078,130, ,A5,8904 SHORE COURT                         ,            ,11209,1,0,1,1626,2136,1925,1,A5,735000,2012-09-14,7.666690200080086,13.507625778194974
455,3,BAY RIDGE                ,01  ONE FAMILY HOMES                        ,1,6080,6, ,A9,9011 RIDGE BOULEVARD                     ,            ,11209,1,0,1,2000,1936,1925,1,A9,283920,2013-03-06,7.568379267836522,12.556447787320378
456,3,BAY RIDGE                ,01  ONE FAMILY HOMES                        ,1,6083,34, ,S1,50 91ST STREET                           ,            ,11209,1,1,2,3280,2640,1920,1,S1,1050000,2013-08-01,7.878534196140362,13.864300722133706
457,3,BAY RIDGE                ,01  ONE FAMILY HOMES                        ,1,6084,19, ,A1,138 91ST   STREET                        ,            ,11209,1,0,1,2500,1808,1925,1,A1,950000,2012-10-09,7.4999765409521215,13.764217263576723
459,3,BAY RIDGE                ,01  ONE FAMILY HOMES                        ,1,6085,17, ,A9,226 91ST STREET                          ,            ,11209,1,0,1,2242,1344,1925,1,A9,620000,2012-10-10,7.203405521083095,13.337474757021274
460,3,BAY RIDGE                ,01  ONE FAMILY HOMES                        ,1,6085,56, ,A1,251 92ND STREET                          ,            ,11209,1,0,1,3700,2928,1925,1,A1,850000,2012-09-12,7.982074875081202,13.652991628466498
461,3,BAY RIDGE                ,01  ONE FAMILY HOMES                        ,1,6094,16, ,A5,87 PARROTT PLACE                         ,            ,11228,1,0,1,2183,1536,1925,1,A5,595000,2013-04-04,7.336936913707618,13.296316684527767
463,3,BAY RIDGE                ,01  ONE FAMILY HOMES                        ,1,6100,21, ,A1,44 OLIVER STREET                         ,            ,11209,1,0,1,2500,1808,1925,1,A1,821000,2012-11-23,7.4999765409521215,13.618278388434565
466,3,BAY RIDGE                ,01  ONE FAMILY HOMES                        ,1,6107,97, ,A5,9323 HAMILTON WALK                       ,            ,11209,1,0,1,923,910,1925,1,A5,517000,2013-08-08,6.813444599510896,13.155798153490567
468,3,BAY RIDGE                ,01  ONE FAMILY HOMES                        ,1,6111,29, ,A1,52 94TH STREET                           ,            ,11209,1,0,1,2000,1352,1925,1,A1,679000,2013-01-08,7.20934025660291,13.428376406540833
469,3,BAY RIDGE                ,01  ONE FAMILY HOMES                        ,1,6113,62, ,A5,9421 RIDGE BLVD.                         ,            ,11209,1,0,1,2080,1280,1925,1,A5,722000,2012-08-31,7.154615356913663,13.489780417874963
470,3,BAY RIDGE                ,01  ONE FAMILY HOMES                        ,1,6118,19, ,A5,9407 WOGAN TERRACE                       ,            ,11209,1,0,1,966,1380,1930,1,A5,512500,2012-11-06,7.22983877815125,13.1470559899947
471,3,BAY RIDGE                ,01  ONE FAMILY HOMES                        ,1,6118,68, ,A5,9417 WOGAN TERRACE                       ,            ,11209,1,0,1,966,1104,1930,1,A5,575000,2012-08-29,7.00669522683704,13.262125319779487
472,3,BAY RIDGE                ,01  ONE FAMILY HOMES                        ,1,6118,75, ,A5,9414 WOGAN TERRACE                       ,            ,11209,1,0,1,1218,1104,1930,1,A5,535000,2013-02-11,7.00669522683704,13.190022025878143
